id,fraude,nome,sobrenome,email,cpf,telefone,rua,bairro,cidade,estado,cep,data_de_nascimento,produto,restringido,bloqueado,user_agent,imei,ip,busca_email_nome,busca_email_sobrenome,busca_email_ip,busca_email_telefone,busca_email_endereco,busca_ip_telefone,busca_ip_nome,busca_telefone_nome
4682,False,Carlos Eduardo,Azevedo,carloseduardo.azevedo@hotmail.com,01782695303,,,,,,,2007-07-09,Disney +,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/43.0.881.0 Safari/532.1",555199970711650,108.98.255.145,43,54,92,62,84,56,89,66
4683,False,Isaac,da Paz,isaac.dapaz@yahoo.com,56971480384,,,,,,,1976-05-31,Globo Mais,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),558497868517560,65.86.6.106,71,55,59,76,85,42,99,49
4684,False,João Gabriel,Azevedo,joogabriel.azevedo@yahoo.com,23158764946,5531922083977,,,,,,2008-03-28,Globoplay + canais ao vivo e Premiere,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.863.0 Safari/534.1",553192208397782,201.45.108.231,83,50,54,64,96,94,65,82
4685,False,Kamilly,Gonçalves,gonalves@sales.br,14839572097,5551975362708,Travessa Maria Rosicleide F. de Oliveira,São Pedro,Belo Jardim,PE,55155181,2000-10-14,Combate,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0),555197536270880,197.175.10.57,83,89,75,77,69,72,62,94
4686,False,Manuela,Nogueira,manuela.nogueira@outlook.com,93781546039,,,,,,,1980-12-31,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tl-PH) AppleWebKit/531.21.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.21.2",558194515782628,147.69.9.216,52,47,81,73,86,72,43,77
4687,False,Cecília,Costela,ceclia.costela@da.br,17208354626,5531979807485,Rua W15 (Cj Araturi),Araturi (Jurema),Caucaia,CE,61655700,1977-08-23,Globoplay e Telecine,False,False,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.822.0 Safari/531.1",553197980748599,92.189.147.5,81,77,41,98,48,45,65,89
4688,True,Bianca,Fogaça,qda-costa@example.com,47829130604,,Rua João Inácio Costa,Barranca,Araranguá,SC,88900386,1962-07-10,Starzplay,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sid-ET) AppleWebKit/531.2.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.2.3",551195414100389,181.38.50.219,2,27,51,15,20,45,33,14
4689,False,Olivia,Cardoso,cardoso@hotmail.com,,,,,,,,1980-10-28,Globoplay,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/10.4f0347.0 Mobile/22V734 Safari/532.1",558499678772765,116.8.247.113,40,43,85,89,62,56,97,79
4690,False,João Vitor,Alves,alves@yahoo.com,85647932029,,,,,,,1983-05-30,Globoplay + canais ao vivo e Telecine,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1),556198673950887,109.11.176.109,83,59,61,54,86,94,56,77
4691,True,Gabriela,Barros,6767592barros@bol.com,27514380914,,Quadra 17,Chácaras Vale da Canção,Luziânia,GO,72832705,1979-04-14,Starzplay,False,False,Mozilla/5.0 (Android 2.2; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,556196819069083,220.108.48.8,50,26,48,34,51,52,52,14
4692,False,Rafael,Moraes,rafael.moraes@yahoo.com,42807163580,,,,Santelmo (Pederneiras),SP  - Distrito,17288000,2004-03-05,,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/11.6b9270.0 Mobile/04W514 Safari/531.2",552194381541377,197.100.242.19,45,91,50,81,84,65,71,49
4693,False,Samuel,da Rocha,darocha@globo.com,25640189711,,Rua Olga Muzzi Mathias,Conjunto Palmital (São Benedito),Santa Luzia,MG,33140300,1989-03-24,,False,False,Opera/9.97.(X11; Linux x86_64; or-IN) Presto/2.9.181 Version/12.00,551197488924843,82.164.164.113,43,69,97,42,42,98,69,83
4694,False,Felipe,Aragão,arago@yahoo.com,76918035240,5561928699897,Passagem Dois Amigos,Guanabara,Ananindeua,PA,67010290,1960-06-15,Cartola PRO,False,False,Opera/9.42.(Windows 98; Win 9x 4.90; pl-PL) Presto/2.9.185 Version/11.00,556192869989791,170.190.84.36,46,72,53,89,99,89,97,63
4695,False,Isabel,Nascimento,isabel.nascimento@hotmail.com,97510684285,,Rua Maria Júlia Junqueira Rodrigues da Cunha,Vila São Cristóvão,Uberaba,MG,38040363,1990-06-05,Globoplay e Starzplay,False,False,Opera/8.63.(Windows NT 10.0; nso-ZA) Presto/2.9.175 Version/11.00,552192008268291,145.239.150.8,75,75,43,51,61,93,59,70
4696,False,Isabel,Souza,isabel.souza@outlook.com,92451860324,5551929641153,Rua João Pessoa - de 595/596 ao fim,Pátria Nova,Novo Hamburgo,RS,93320120,2000-07-09,Globoplay + canais ao vivo e Telecine,False,False,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/19.0.895.0 Safari/536.0",555192964115392,147.187.103.211,80,88,57,97,45,90,49,86
4697,False,Daniel,da Mata,daniel.damata@globo.com,05238641915,,Rua Geraldo de Carvalho,Jardim Vitória,Belo Horizonte,MG,31970155,1999-06-22,Globoplay e Premiere,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/41.0.849.0 Safari/535.0",554192820545817,204.242.169.120,62,74,64,93,69,49,56,46
4698,False,Esther,Teixeira,esther.teixeira@yahoo.com,40895326710,5584902186157,Rua Arthur Fraccadosso,Parque das Figueiras,Ribeirão Preto,SP,14065695,1976-02-02,Globoplay + canais ao vivo,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),558490218615721,172.62.55.162,61,59,52,73,79,42,46,47
4699,False,Maria Sophia,Souza,mariasophia.souza@outlook.com,,,,,,,,2007-10-04,Starzplay,False,False,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/59.0.835.0 Safari/534.1",552196176026308,215.131.197.156,56,60,94,66,50,84,87,86
4700,False,Esther,Gonçalves,esther.gonalves@globo.com,,,,,,,,1965-07-25,Deezer Premium,False,False,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6715-01-07 06:21:38 Firefox/3.8,554192172280468,209.159.46.171,81,64,43,99,54,77,85,75
4701,False,Danilo,Rezende,rezende@lopes.org,81027953603,5531979010203,,,,,,1974-07-30,Globoplay e Starzplay,False,False,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/58.0.869.0 Safari/532.0",553197901020342,121.128.129.143,65,74,43,67,62,61,40,63
4702,False,Pedro Lucas,Dias,pedrolucas.dias@gmail.com,54187960384,,,,,,,1960-02-16,,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),556197827318082,31.225.212.54,40,70,60,54,83,70,43,82
4703,False,Luiz Felipe,da Luz,luizfelipe.daluz@bol.com,38720954638,,Rua Antonio Spolidoro (Lot Altos Sta Rita),Aberta dos Morros,Porto Alegre,RS,91755018,1965-09-15,Globoplay e Premiere,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1 rv:4.0; ti-ET) AppleWebKit/532.18.6 (KHTML, like Gecko) Version/5.0.4 Safari/532.18.6",553193218613309,153.33.195.109,83,93,74,72,54,93,69,84
4704,False,Ana Carolina,Castro,anacarolina.castro@gmail.com,25968140720,,,,,,,2006-02-09,Globoplay e Starzplay,False,False,Opera/9.58.(Windows NT 6.0; mt-MT) Presto/2.9.184 Version/10.00,553190622737732,155.46.164.21,83,77,58,48,93,97,60,99
4705,False,Lorenzo,Ribeiro,lorenzo.ribeiro@hotmail.com,46071589258,,,,,,,1960-03-30,Globoplay,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/59.0.823.0 Mobile/12D079 Safari/531.0",558192326045730,116.116.47.224,98,58,77,80,90,90,83,51
4706,False,Luna,Mendes,luna.mendes@pires.br,85671392012,,Rua Sá Viana,Grajaú,Rio de Janeiro,RJ,20540260,1972-11-03,Combate,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),552195015389182,205.27.171.72,88,46,45,64,63,67,44,82
4707,False,Kaique,da Paz,dapaz@outlook.com,13506984233,,,,,,,2004-05-12,Globoplay e Disney +,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/56.0.842.0 Safari/532.0",555197197514733,122.144.168.189,81,42,61,95,47,92,80,75
4708,False,Lívia,Viana,lvia.viana@bol.com,06587429300,,Rua Zurick - de 1011/1012 a 1349/1350,Nova Suíssa,Belo Horizonte,MG,30421112,2008-06-25,Globoplay e Disney +,False,False,Opera/8.73.(X11; Linux i686; ff-SN) Presto/2.9.176 Version/10.00,552192397995546,118.255.178.142,82,40,93,42,50,74,86,71
4709,False,Samuel,Melo,samuel.melo@bol.com,45923678128,,Rua dos Muricis,Nova Parnamirim,Parnamirim,RN,59151667,1970-09-07,Globoplay,False,False,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/45.0.897.0 Safari/535.2",558499847734944,211.197.155.101,65,75,48,77,68,48,74,99
4710,False,Giovanna,Viana,giovanna.viana@bol.com,47532861007,,Rua Pedro de Toledo,Osvaldo Cruz,São Caetano do Sul,SP,09570520,1966-07-17,,False,True,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nhn-MX) AppleWebKit/531.44.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.44.3",555196159044853,211.21.203.78,52,59,96,53,88,81,66,47
4711,True,Kevin,da Luz,premiere.daluz@hotmail.com,,5521908885494,Travessa Olinda,Artur Lundgren II,Paulista,PE,53416571,1974-10-25,Premiere,False,False,Opera/8.84.(Windows 98; Win 9x 4.90; yi-US) Presto/2.9.163 Version/10.00,552190888549467,87.219.24.9,48,48,44,7,15,47,45,20
4712,False,Evelyn,Sales,evelyn.sales@bol.com,38154069784,5531907888292,,,,,,1967-08-14,Disney +,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/32.0.853.0 Mobile/83T364 Safari/533.2",553190788829240,30.163.164.53,79,79,41,46,58,68,51,54
4713,False,Marcelo,Santos,santos@hotmail.com,10467853975,,Beco Padre Felipe,Olímpica,Esteio,RS,93285640,1966-02-20,Deezer Premium,False,False,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; rv:1.9.6.20) Gecko/6148-02-20 03:24:57 Firefox/3.6.12,558197310507561,49.174.71.198,76,46,62,74,76,68,60,62
4714,False,Sofia,Costela,sofia.costela@hotmail.com,30682417904,5584933521842,,,,,,1961-01-23,Globoplay + canais ao vivo e Telecine,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),558493352184264,179.163.187.140,60,46,87,62,94,44,74,93
4715,True,Luiz Gustavo,Gonçalves,ecastro@example.com,,,,,,,,1969-11-01,Combate,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; oc-FR) AppleWebKit/534.17.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.17.4",556198186590501,159.80.140.190,41,1,20,25,37,58,54,24
4716,True,Maria Clara,Ramos,miguel07@example.org,,,,,,,,2006-02-26,,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),556198495163743,218.45.89.214,1,4,9,9,36,17,48,40
4717,False,Anthony,da Mata,anthony.damata@hotmail.com,08357129668,,Quadra 2 Rua C,Setor Norte (Brazlândia),Brasília,DF,72710023,1964-12-12,Starzplay,False,False,Opera/9.93.(Windows NT 4.0; nn-NO) Presto/2.9.178 Version/12.00,553194110881655,17.141.147.124,76,74,86,47,85,51,60,44
4718,False,Isabel,Fogaça,isabel.fogaa@yahoo.com,84615392060,5561914498666,Travessa Santarém (Cj Guajará II),Maguari,Ananindeua,PA,67145760,1969-11-21,Globoplay e Disney +,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/43.0.807.0 Safari/536.0",556191449866651,206.3.113.104,81,42,92,61,62,81,93,65
4719,False,Maria Cecília,da Mata,damata@yahoo.com,57241863062,5531943632672,,,,,,2010-08-06,,False,False,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/32.0.838.0 Safari/532.1",553194363267289,215.4.231.27,65,90,91,60,92,45,84,70
4720,False,Luigi,Moreira,luigi.moreira@yahoo.com,65194382006,,Rua Ponciano Pereira,Jardim Eloyna,Pindamonhangaba,SP,12413430,1964-07-13,Combate,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),556197914488368,73.59.217.104,68,53,90,40,43,93,48,92
4721,False,Luiz Henrique,Ramos,luizhenrique.ramos@bol.com,49235081750,,Rua Grajaú,Ilha Amarela,Salvador,BA,40715047,1963-10-31,Premiere,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),554193960798208,113.93.245.123,58,65,61,75,79,42,92,89
4722,False,Sabrina,Porto,sabrina.porto@hotmail.com,31697245099,,Rua Noventa e Nove,João XXIII,Timóteo,MG,35180366,1998-05-10,,False,False,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/44.0.802.0 Safari/536.2",555199696857852,144.59.157.218,62,47,85,42,55,58,59,75
4723,False,Yuri,Pinto,yuri.pinto@hotmail.com,,,,,,,,1983-10-23,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.5l5399.0 Mobile/87C070 Safari/532.1",557196967787246,161.234.240.130,55,85,46,89,87,84,55,71
4724,False,Benício,Aragão,bencio.arago@monteiro.br,71586302930,,Rua Antônio Lino Bandeira,Praia do Morro,Guarapari,ES,29216135,1981-07-19,,False,False,Opera/8.50.(Windows 95; ts-ZA) Presto/2.9.169 Version/12.00,557192352631099,80.107.246.62,88,53,99,41,58,92,82,48
4725,False,Ana Laura,Gonçalves,analaura.gonalves@outlook.com,17853294050,,,,,,,1964-10-18,,False,False,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/44.0.851.0 Safari/536.1",554192122858256,130.172.204.87,48,82,98,56,75,64,55,91
4726,False,Stella,Almeida,stella.almeida@bol.com,90457281685,5584962504779,Rua E (Village Flamboyant),Barra do Pari,Cuiabá,MT,78035400,1972-07-11,,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),558496250477912,151.162.42.83,71,81,77,81,95,40,83,51
4727,False,Daniela,da Mata,daniela.damata@hotmail.com,01384659757,,Rua Paulo Fortes - até 6276/6277,Aponiã,Porto Velho,RO,76824046,2006-06-19,Disney +,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),553199769180044,11.130.12.115,77,99,55,52,77,76,79,64
4728,False,Mirella,Silva,mirella.silva@outlook.com,37489621500,,Rua Felinto Muller,Centro,Teixeira de Freitas,BA,45985116,1978-01-17,Combate,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),554195505054831,195.126.108.213,53,65,75,97,74,59,90,72
4729,False,Emanuel,Carvalho,emanuel.carvalho@araujo.com,34052876180,5571921224005,,,,,,1973-05-15,Globoplay e Telecine,False,False,Opera/8.51.(Windows 98; sa-IN) Presto/2.9.164 Version/11.00,557192122400528,185.65.151.201,78,97,71,93,96,52,99,79
4730,False,João Miguel,Ferreira,joomiguel.ferreira@gmail.com,04972561858,,,,,,,1999-08-17,Combate,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.6z1773.0 Mobile/99W714 Safari/532.2",558190617130914,207.160.9.31,55,66,73,65,99,61,75,68
4731,False,Yasmin,Fogaça,yasmin.fogaa@hotmail.com,,,Rua Garanhuns,Jordão,Recife,PE,51260330,2007-03-09,Globo Mais,False,False,Opera/9.24.(X11; Linux i686; wo-SN) Presto/2.9.161 Version/10.00,556197142290255,196.202.196.10,86,93,77,85,71,84,63,69
4732,True,Beatriz,Cardoso,ana-luizadas-neves@example.net,06248139598,,Estrada Martin Luther,Lomba Grande,Novo Hamburgo,RS,93490270,1979-01-29,Giga Gloob,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),558191594876750,211.4.103.119,8,51,28,57,46,44,56,50
4733,False,Alícia,Farias,farias@gmail.com,36195784273,5571969399417,,,,,,2003-12-31,Globoplay e Starzplay,False,False,Opera/8.96.(Windows NT 5.01; ru-UA) Presto/2.9.162 Version/11.00,557196939941731,176.121.172.221,61,98,91,43,81,92,45,70
4734,False,Eloah,da Mota,eloah.damota@outlook.com,80592347141,,1ª Travessa do Mocó,KM IV,Jequié,BA,45211306,1972-10-07,discovery +,True,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),557190008270486,181.150.177.184,74,92,61,72,78,48,65,51
4735,False,Yasmin,Vieira,yasmin.vieira@yahoo.com,09628735438,,Travessa Marquês de Lages,Vila Brasilina,São Paulo,SP,04162010,1979-03-18,Globoplay e discovery +,False,False,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7676-07-29 11:52:06 Firefox/3.6.6,551193873574509,207.162.13.78,63,50,98,95,86,49,65,78
4736,True,Lívia,da Conceição,ldias@example.org,14763029525,,Rua Livramento,Vila Formosa,Nova Iguaçu,RJ,26051462,1992-06-29,Combate,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),556191999677730,209.254.74.133,11,23,49,34,3,6,26,50
4737,False,Samuel,Cavalcanti,cavalcanti@moreira.org,,5571991127855,Rua Embratel,Vila Neusa,Campo Grande,MS,79117433,2000-10-31,Starzplay,False,False,Opera/8.37.(Windows NT 5.0; ms-MY) Presto/2.9.181 Version/11.00,557199112785537,158.30.239.234,44,53,71,87,70,45,87,90
4738,False,Diego,Silveira,diego.silveira@hotmail.com,98473216040,,,,,,,1973-06-06,Globoplay + canais ao vivo,False,True,Opera/9.59.(Windows NT 6.1; nb-NO) Presto/2.9.189 Version/10.00,557194442894844,40.190.69.88,41,52,67,77,42,48,71,43
4739,False,Davi Lucca,Ribeiro,davilucca.ribeiro@moura.br,,5551980933631,Rua Laura Fernandes,Velha,Blumenau,SC,89036803,1975-11-06,Globo Mais,False,False,Opera/9.88.(Windows NT 6.2; hak-TW) Presto/2.9.186 Version/12.00,555198093363175,140.224.17.205,55,86,56,46,98,75,46,80
4740,False,Eduarda,Caldeira,eduarda.caldeira@outlook.com,61580932460,5581930762743,Rua Dezessete de Agosto (Gleba B),Chaperó,Itaguaí,RJ,23831450,2005-12-28,Globoplay e Telecine,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lg-UG) AppleWebKit/534.47.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.47.4",558193076274397,191.103.109.245,75,78,45,96,45,51,90,73
4741,False,Benjamin,Mendes,mendes@yahoo.com,,5581965811784,Rua Lourival Francisco Ribeiro,Cidade Industrial,Curitiba,PR,81350646,2001-08-12,Deezer Premium,False,False,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/53.0.877.0 Safari/534.1",558196581178409,197.68.37.199,61,56,85,66,57,47,46,97
4742,False,Lucca,da Mata,lucca.damata@yahoo.com,75418092685,,Rua Hugo Guilherme Klein,Olímpica,Esteio,RS,93285190,1966-04-26,Globoplay + canais ao vivo e Disney +,False,False,Mozilla/5.0 (Windows 95; os-RU; rv:1.9.2.20) Gecko/4160-12-20 11:58:48 Firefox/3.6.14,558496658887662,198.169.98.180,75,87,65,77,96,45,93,41
4743,False,Samuel,da Mata,samuel.damata@globo.com,26913845006,,Rua 1,Setor Sul Jamil Miguel,Anápolis,GO,75124750,1971-02-13,Globoplay e discovery +,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/23.0.877.0 Safari/535.1",551197329730979,177.7.136.66,92,54,66,45,43,82,80,59
4744,True,João Vitor,Souza,573710souza@bol.com,,,Quadra Cinqüenta e Um (Cj CDP),Maracangalha,Belém,PA,66110155,1979-11-25,,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_2 rv:5.0; hu-HU) AppleWebKit/534.34.6 (KHTML, like Gecko) Version/5.1 Safari/534.34.6",557190724052697,183.140.30.33,0,7,56,53,24,5,22,34
4745,True,Eloah,da Rocha,alveslevi@example.com,50143972804,5571900669808,Rua Antônio Mizael,Alazão,Arapiraca,AL,57317302,1988-05-05,Disney +,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),557190066980877,27.182.134.107,18,49,27,1,23,25,39,44
4746,False,Pietra,Pires,pietra.pires@hotmail.com,49752108350,,Rua José Bueno Filho,Nhambuca ( Caucaia do Alto),Cotia,SP,06727630,1960-06-29,Cartola PRO,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),552190750879596,148.252.185.30,55,50,69,74,57,47,99,82
4747,False,Pietro,Freitas,pietro.freitas@gmail.com,32876415062,,Rua Antônio Vicente de Oliveira,São Pedro,Juiz de Fora,MG,36037620,1970-11-18,Globoplay + canais ao vivo e Disney +,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6 rv:3.0; ks-IN) AppleWebKit/534.37.2 (KHTML, like Gecko) Version/5.0 Safari/534.37.2",551192673380976,9.186.238.166,49,53,41,78,46,61,70,50
4748,True,Guilherme,Ribeiro,7684954ribeiro@globo.com,49012537606,,,,,,,1965-04-09,Globoplay e Telecine,False,False,Mozilla/5.0 (Windows NT 5.0; hu-HU; rv:1.9.0.20) Gecko/7085-09-07 20:54:57 Firefox/3.8,558190198910627,222.216.74.24,32,24,36,30,32,57,53,38
4749,False,Isaac,da Conceição,daconceio@yahoo.com,20397584105,5511929012948,Avenida Rui Barbosa - até 797/798,Torre,João Pessoa,PB,58040490,1966-12-18,,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),551192901294866,130.68.101.86,73,95,71,95,61,87,78,64
4750,False,Kamilly,Silveira,kamilly.silveira@outlook.com,,5571901073477,,,,,,2006-03-18,,False,False,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9; rv:1.9.4.20) Gecko/3564-10-09 12:24:31 Firefox/3.8,557190107347797,67.84.245.25,68,73,65,62,91,84,64,58
4751,False,João Gabriel,Fogaça,fogaa@globo.com,,,QNP 23 Conjunto F,Ceilândia Norte (Ceilândia),Brasília,DF,72242061,1985-02-20,Deezer Premium,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),553196820007133,223.121.141.226,72,49,48,64,71,44,75,57
4752,False,Pedro Miguel,Oliveira,pedromiguel.oliveira@outlook.com,,,Rua Padre Felismino,Marianga,Itabaiana,SE,49504003,1986-09-22,Giga Gloob,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4 rv:3.0; oc-FR) AppleWebKit/535.15.5 (KHTML, like Gecko) Version/4.0 Safari/535.15.5",554190357136208,153.56.236.220,70,40,71,54,61,81,88,98
4753,False,Caroline,Nascimento,caroline.nascimento@globo.com,60725384107,,Rua Adilson Nakamura,Residencial Rio de Janeiro,Uberaba,MG,38041409,1991-07-22,,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/25.0.843.0 Safari/534.1",554191960270673,205.8.217.167,87,42,91,96,54,85,91,87
4754,False,Evelyn,Silveira,evelyn.silveira@outlook.com,56142907370,,Rua Tamoata,Parque Belo Horizonte Industrial,Contagem,MG,32341420,1971-11-15,Globoplay e discovery +,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),554197038126037,142.185.145.240,43,67,89,41,86,85,72,69
4755,False,Isabelly,Teixeira,isabelly.teixeira@hotmail.com,29857341691,,,,,,,1992-06-25,discovery +,False,False,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4371-02-22 01:24:10 Firefox/6.0,557191587980818,157.144.229.73,98,49,69,93,95,57,63,57
4756,False,João Miguel,Carvalho,joomiguel.carvalho@hotmail.com,,5521962358528,,,,,,1988-07-14,Globoplay e Telecine,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.0),552196235852850,198.220.80.253,87,43,65,57,85,72,53,49
4757,False,Yasmin,Viana,yasmin.viana@yahoo.com,17620539859,,Rua Rui Barbosa - de 1551 a 1999 - lado ímpar,Centro,Campo Grande,MS,79004431,1982-12-16,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; an-ES) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.5.2",558497070390202,214.160.213.223,50,43,78,84,97,49,57,63
4758,False,Vitor,da Rosa,vitor.darosa@souza.org,87403965256,,Rua Gurupi,Santa Tereza,Olinda,PE,53010560,1991-08-26,Globoplay e Disney +,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),557192273054116,223.133.177.114,83,59,70,87,67,65,99,69
4759,False,Vitória,Nunes,nunes@globo.com,67510893259,5551939020888,2ª Travessa do Marco,Sucupira,Jaboatão dos Guararapes,PE,54280136,1985-05-27,Globoplay,False,False,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4; rv:1.9.6.20) Gecko/2924-10-07 00:26:18 Firefox/3.6.13,555193902088808,201.44.215.38,63,83,87,62,69,97,93,68
4760,False,Pedro,Araújo,pedro.arajo@gmail.com,56470821901,,,,,,,1989-12-16,Globoplay e discovery +,False,False,Opera/8.69.(X11; Linux i686; my-MM) Presto/2.9.181 Version/12.00,557197880704136,67.81.97.157,50,70,66,91,41,56,56,77
4761,False,Gabriela,Costela,gabriela.costela@globo.com,70538241608,,,,,,,1974-02-23,Globo Mais,False,False,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.49.4 (KHTML, like Gecko) Version/4.1 Safari/535.49.4",556190538290294,120.146.29.147,75,46,67,87,81,41,78,43
